arrival_time,e2e_latency,finish_time,first_token_time,output_tokens,request_id,tpot,ttft
0.5100301436374005,3.372886565717281,3.8829167093546815,3.6859618889797234,9,0,0.024619352546869755,3.175931745342323
1.186557624148838,3.0353251384644713,4.221882762613309,3.6859618889797234,23,1,0.02436003971061754,2.4994042648308854
1.3128507169838948,3.6931095150693585,5.005960232053253,3.6859618889797234,55,2,0.02444441376062092,2.373111171995829
1.3669191089313346,3.6390411231219186,5.005960232053253,3.6859618889797234,55,3,0.02444441376062092,2.319042780048389
2.480563158707025,1.4991468290358703,3.979709987742895,3.6859618889797234,13,4,0.024479008230264315,1.2053987302726985
2.9269632043262472,0.9801646790219696,3.907127883348217,3.6859618889797234,10,5,0.024573999374277043,0.7589986846534762
2.9420882929299266,1.2313353538144831,4.17342364674441,3.6859618889797234,21,6,0.024373087888234314,0.7438735960497969
3.0745015202195605,1.7072904428234326,4.781791963042993,3.6859618889797234,46,7,0.024351779423628213,0.611460368760163
3.087948722059714,5.042730255445234,8.130678977504948,7.645863491816789,20,8,0.025516604509903073,4.557914769757075
3.7173737734555052,5.231129051199873,8.948502824655378,7.645863491816789,52,9,0.025541947702717428,3.928489718361284
4.111038400576706,4.070347893291939,8.181386293868645,7.645863491816789,22,10,0.025501085811993115,3.5348250912400836
4.40923836865772,3.848271910888183,8.257510279545903,7.645863491816789,25,11,0.02548528282204639,3.2366251231590697
5.238107415769268,2.5883144812412535,7.826421897010522,7.645863491816789,8,12,0.025794057884818904,2.407756076047521
5.949187094894931,2.1307784328177792,8.07996552771271,7.645863491816789,18,13,0.025535413876230654,1.6966763969218581
6.548082065381674,1.810881113719672,8.358963179101346,7.645863491816789,29,14,0.025467845974448462,1.0977814264351151
6.710858044798596,1.445145394164137,8.156003438962733,7.645863491816789,21,15,0.025506997357297178,0.9350054470181934
8.286619369017748,4.94931213564014,13.235931504657888,12.51945311351486,29,16,0.025588513969393847,4.232833744497112
8.340529068535314,4.971551095730433,13.312080164265748,12.51945311351486,32,17,0.025568614540351208,4.178924044979546
8.39138841103313,5.686842671247664,14.078231082280794,12.51945311351486,62,18,0.025553737192884167,4.12806470248173
8.602151909080497,4.506538897566962,13.10869080664746,12.51945311351486,24,19,0.025619030136199962,3.917301204434363
9.425016878783126,4.448397610943108,13.873414489726233,12.51945311351486,54,20,0.025546441060591944,3.0944362347317345
9.732577713047776,3.1469711572765426,12.879548870324319,12.51945311351486,15,21,0.025721125486389922,2.7868754004670837
11.540685305892787,1.771394858372961,13.312080164265748,12.51945311351486,32,22,0.025568614540351208,0.9787678076220736
11.581724468921706,1.577696647238918,13.159421116160624,12.51945311351486,26,23,0.025598720105830565,0.9377286445931539
12.465954961214457,6.075059830397734,18.54101479161219,17.393484633340645,47,24,0.024946307788511885,4.927529672126187
13.54933452589411,4.59292573672667,18.14226026262078,17.393484633340645,31,25,0.02495918764267119,3.8441501074465343
13.979942496568533,4.712939175230957,18.69288167179949,17.393484633340645,53,26,0.024988404585747033,3.4135421367721115
14.01598873286965,4.600715168331982,18.61670390120163,17.393484633340645,50,27,0.024963658527775243,3.3774959004709952
14.145308218043231,3.8725186718606626,18.017826889903894,17.393484633340645,26,28,0.02497369026252997,3.2481764152974133
16.25259984561293,2.666951370540641,18.91955121615357,17.393484633340645,62,29,0.025017484964146342,1.140884787727714
16.38509778380893,1.3342516681773553,17.719349451986286,17.393484633340645,14,30,0.02506652451120317,1.008386849531714
16.624217489030357,1.6672861003200516,18.29150358935041,17.393484633340645,37,31,0.024944971000271227,0.7692671443102874
