ablation,transfer_per_prompt_token,colocated_goodput,disaggregated_goodput,colocated_p95_ttft,disaggregated_p95_ttft,colocated_p99_e2e,disaggregated_p99_e2e
kv_transfer,0.0,0.4266666666666667,0.7833333333333333,1.8673559116002039,1.193002373330138,2.5996987492381636,1.655901451851872
kv_transfer,5e-06,0.4266666666666667,0.7583333333333333,1.8673559116002039,1.2646378296984435,2.5996987492381636,1.853464479172318
kv_transfer,1.5e-05,0.4266666666666667,0.745,1.8673559116002039,1.2812780447906105,2.5996987492381636,1.8719481000929106
kv_transfer,3e-05,0.4266666666666667,0.715,1.8673559116002039,1.2912706826888778,2.5996987492381636,1.9160467500929073
kv_transfer,6e-05,0.4266666666666667,0.71,1.8673559116002039,1.3685642267877383,2.5996987492381636,1.9500859531955048
