coloc_goodput,coloc_mean_ttft,coloc_p95_ttft,coloc_p99_e2e,coloc_p99_ttft,disagg_goodput,disagg_mean_ttft,disagg_p95_ttft,disagg_p99_e2e,disagg_p99_ttft,goodput_gain_pct,interactive_frac,ttft_reduction_pct
0.044,1.525109386756971,2.2620769044224582,3.1940389179808637,2.5044710201803224,0.25,1.0512909063258586,1.6142173302040959,2.32559024812285,1.8324172788923927,468.18181818181824,0.0,31.06783582511752
0.098,1.4303184943210194,2.243812233536902,3.106683986111869,2.4008614058250335,0.388,0.903697526635123,1.4472631131469735,2.2344845876359214,1.75782134440285,295.9183673469388,0.25,36.81844077223419
0.186,1.2754393945700209,2.14237184124859,3.0091456104187446,2.341598494860516,0.534,0.7588107531709455,1.421452869164899,2.0999723340279854,1.6100540423763112,187.0967741935484,0.5,40.50593415873299
0.458,0.8631953826610566,1.906744925421356,2.811230482611179,2.1380978581362493,0.768,0.49762536625144443,1.2752215715491857,1.9320368008396187,1.5150490052193037,67.68558951965065,0.75,42.35078450983296
1.0,0.2572521802483366,0.566129868033998,1.0385028779461154,0.6618975201550401,1.0,0.15300975295354338,0.370617058154346,0.7255814476202552,0.42586978082068394,0.0,1.0,40.52149419848008
