arrival_time,e2e_latency,finish_time,first_token_time,output_tokens,request_id,tpot,ttft
0.0,0.9307401198893785,0.9307401198893785,0.08285036502638832,48,0,0.01804020755027639,0.08285036502638832
0.0,0.33534054801566526,0.33534054801566526,0.08285036502638832,15,1,0.018035013070662638,0.08285036502638832
0.0,1.2481183677446097,1.2481183677446097,1.1002609938732348,9,2,0.01848217173392186,1.1002609938732348
0.0,2.0942608435289003,2.0942608435289003,1.1002609938732348,55,3,0.018407404623253062,1.1002609938732348
0.0,2.5731088843895122,2.5731088843895122,2.1399113465449773,25,4,0.018049897410188958,2.1399113465449773
0.0,2.537018633331172,2.537018633331172,2.1399113465449773,23,5,0.018050331217554314,2.1399113465449773
0.0,2.9923043564194813,2.9923043564194813,2.6140075033763424,22,6,0.018014135859197096,2.6140075033763424
0.0,2.884192927449476,2.884192927449476,2.6140075033763424,16,7,0.018012361604875574,2.6140075033763424
0.0,4.033482768572867,4.033482768572867,3.0566316584008746,55,8,0.018089835373555414,3.0566316584008746
0.0,3.2919620503671467,3.2919620503671467,3.0566316584008746,14,9,0.018102337843559396,3.0566316584008746
0.0,4.973095175751951,4.973095175751951,4.072067821573,51,10,0.018020547083579003,4.072067821573
0.0,5.045246762747411,5.045246762747411,4.072067821573,55,11,0.01802183224397056,4.072067821573
0.0,5.831679605762474,5.831679605762474,5.091056198696606,42,12,0.018063985538191912,5.091056198696606
0.0,5.3078433507471345,5.3078433507471345,5.091056198696606,13,13,0.018065596004210722,5.091056198696606
0.0,6.895432935736608,6.895432935736608,6.078112013754435,45,14,0.01857547549959484,6.078112013754435
0.0,6.710028480854817,6.710028480854817,6.078112013754435,35,15,0.018585778444128877,6.078112013754435
0.0,7.309770044754259,7.309770044754259,7.141458602738567,10,16,0.018701271335076954,7.141458602738567
0.0,7.291253890783992,7.291253890783992,7.141458602738567,9,17,0.01872441100567812,7.141458602738567
0.0,7.771177311777137,7.771177311777137,7.546440282778349,13,18,0.018728085749899037,7.546440282778349
0.0,7.9193851897725835,7.9193851897725835,7.546440282778349,21,19,0.01864724534971174,7.546440282778349
